qald_id,sentence_en,pos-tags,noun_count,pos-complex(H/M/E),ner-tags,entity_count,ner-complex(H/M/E),list_type(Y/N),count_type(Y/N),entity-count,sentence_entities_grayed
403,Give me all Swedish oceanographers.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('Swedish', 'JJ'), ('oceanographers', 'NNS'), ('.', '.')]",1,easy,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('Swedish', 'O'), ('oceanographers', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,Give me all Swedish oceanographers .
404,In which city are the headquarters of the United Nations?,"[('In', 'IN'), ('which', 'WDT'), ('city', 'NN'), ('are', 'VBP'), ('the', 'DT'), ('headquarters', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('United', 'NNP'), ('Nations', 'NNPS'), ('?', '.')]",4,medium,"[('In', 'O'), ('which', 'O'), ('city', 'O'), ('are', 'O'), ('the', 'O'), ('headquarters', 'O'), ('of', 'O'), ('the', 'O'), ('United', 'ORGANIZATION'), ('Nations', 'ORGANIZATION'), ('?', 'O')]",tbd,medium,N,N,2.0,In which city are the headquarters of the $United$ $Nations$ ?
405,Is Rita Wilson the wife of Tom Hanks?,"[('Is', 'VBZ'), ('Rita', 'NNP'), ('Wilson', 'NNP'), ('the', 'DT'), ('wife', 'NN'), ('of', 'IN'), ('Tom', 'NNP'), ('Hanks', 'NNP'), ('?', '.')]",5,hard,"[('Is', 'O'), ('Rita', 'PERSON'), ('Wilson', 'PERSON'), ('the', 'O'), ('wife', 'O'), ('of', 'O'), ('Tom', 'PERSON'), ('Hanks', 'PERSON'), ('?', 'O')]",tbd,hard,N,N,4.0,Is $Rita$ $Wilson$ the wife of $Tom$ $Hanks$ ?
406,In which countries do people speak Japanese?,"[('In', 'IN'), ('which', 'WDT'), ('countries', 'NNS'), ('do', 'VBP'), ('people', 'NNS'), ('speak', 'VB'), ('Japanese', 'JJ'), ('?', '.')]",2,easy,"[('In', 'O'), ('which', 'O'), ('countries', 'O'), ('do', 'O'), ('people', 'O'), ('speak', 'O'), ('Japanese', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,In which countries do people speak Japanese ?
407,Which of Tim Burton's films had the highest budget?,"[('Which', 'NNP'), ('of', 'IN'), ('Tim', 'NNP'), ('Burton', 'NNP'), (""'s"", 'POS'), ('films', 'NNS'), ('had', 'VBD'), ('the', 'DT'), ('highest', 'JJS'), ('budget', 'NN'), ('?', '.')]",5,hard,"[('Which', 'O'), ('of', 'O'), ('Tim', 'PERSON'), ('Burton', 'PERSON'), (""'s"", 'O'), ('films', 'O'), ('had', 'O'), ('the', 'O'), ('highest', 'O'), ('budget', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which of $Tim$ $Burton$ 's films had the highest budget ?
408,Which museum in New York has the most visitors?,"[('Which', 'WDT'), ('museum', 'NN'), ('in', 'IN'), ('New', 'NNP'), ('York', 'NNP'), ('has', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('visitors', 'NNS'), ('?', '.')]",4,medium,"[('Which', 'O'), ('museum', 'O'), ('in', 'O'), ('New', 'LOCATION'), ('York', 'LOCATION'), ('has', 'O'), ('the', 'O'), ('most', 'O'), ('visitors', 'O'), ('?', 'O')]",tbd,medium,N,N,2.0,Which museum in $New$ $York$ has the most visitors ?
409,What was the first Queen album?,"[('What', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('Queen', 'NNP'), ('album', 'NN'), ('?', '.')]",3,medium,"[('What', 'O'), ('was', 'O'), ('the', 'O'), ('first', 'O'), ('Queen', 'O'), ('album', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What was the first Queen album ?
410,What was the first name of the band Queens of the Stone Age?,"[('What', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('name', 'NN'), ('of', 'IN'), ('the', 'DT'), ('band', 'NN'), ('Queens', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('Stone', 'NNP'), ('Age', 'NNP'), ('?', '.')]",6,hard,"[('What', 'O'), ('was', 'O'), ('the', 'O'), ('first', 'O'), ('name', 'O'), ('of', 'O'), ('the', 'O'), ('band', 'O'), ('Queens', 'O'), ('of', 'O'), ('the', 'O'), ('Stone', 'O'), ('Age', 'O'), ('?', 'O')]",tbd,easy,N,N,0.0,What was the first name of the band Queens of the Stone Age ?
411,What was the last movie with Alec Guinness?,"[('What', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('last', 'JJ'), ('movie', 'NN'), ('with', 'IN'), ('Alec', 'NNP'), ('Guinness', 'NNP'), ('?', '.')]",4,medium,"[('What', 'O'), ('was', 'O'), ('the', 'O'), ('last', 'O'), ('movie', 'O'), ('with', 'O'), ('Alec', 'PERSON'), ('Guinness', 'PERSON'), ('?', 'O')]",tbd,medium,N,N,2.0,What was the last movie with $Alec$ $Guinness$ ?
412,Give me all actors starring in Last Action Hero.,"[('Give', 'VB'), ('me', 'PRP'), ('all', 'DT'), ('actors', 'NNS'), ('starring', 'VBG'), ('in', 'IN'), ('Last', 'JJ'), ('Action', 'NNP'), ('Hero', 'NNP'), ('.', '.')]",3,medium,"[('Give', 'O'), ('me', 'O'), ('all', 'O'), ('actors', 'O'), ('starring', 'O'), ('in', 'O'), ('Last', 'O'), ('Action', 'O'), ('Hero', 'O'), ('.', 'O')]",tbd,easy,Y,N,0.0,Give me all actors starring in Last Action Hero .
413,Who discovered Pluto?,"[('Who', 'WP'), ('discovered', 'VBD'), ('Pluto', 'NNP'), ('?', '.')]",2,easy,"[('Who', 'O'), ('discovered', 'O'), ('Pluto', 'LOCATION'), ('?', 'O')]",tbd,easy,N,N,1.0,Who discovered $Pluto$ ?
